,"PRICE RECEIVED, MEASURED IN $ / BU",Cooling Degree Days,Heating Degree Days,Precipitation,Palmer Drought Severity Index (PDSI),Average Temperature,Maximum Temperature,Minimum Temperature,USPop,Inflation Rate,GDP,GDP_PCH,baseline
1954-02-01,1.43,10,596,1.49,-4.58,41.41,53.85,28.98,160655000.0,-0.0005833333333333334,128.51777777777778,-0.053976666666666666,1.5713888888888887
1954-03-01,1.44,10,669,2.16,-4.30,39.25,50.74,27.77,160892500.0,-0.0005833333333333334,128.44833333333335,-0.053976666666666666,1.5702777777777779
1954-04-01,1.45,54,278,2.40,-4.29,54.18,67.21,41.13,161130000.0,-0.0005833333333333334,128.53455555555556,0.06712666666666667,1.5669444444444445
1954-05-01,1.47,67,205,2.69,-3.82,58.59,71.46,45.70,161367500.0,-0.0005833333333333334,128.62077777777776,0.06712666666666667,1.5622222222222222
1954-06-01,1.49,232,40,2.50,-3.80,68.85,81.86,55.83,161605000.0,-0.0005833333333333334,128.707,0.06712666666666667,1.5577777777777777
1954-07-01,1.5,349,10,2.01,-4.33,75.47,89.29,61.65,161842500.0,-0.0005833333333333334,129.24866666666665,0.4208533333333333,1.5530555555555556
1954-08-01,1.53,288,24,2.52,-4.30,72.18,85.33,59.02,162080000.0,-0.0005833333333333334,129.79033333333334,0.4208533333333333,1.5483333333333333
1954-09-01,1.53,189,66,1.95,-4.62,66.45,80.11,52.77,162317500.0,-0.0005833333333333334,130.332,0.4208533333333333,1.544722222222222
1954-10-01,1.45,55,244,2.35,-4.04,54.68,67.23,42.13,162555000.0,-0.0005833333333333334,131.30288888888887,0.7449366666666667,1.541111111111111
1954-11-01,1.37,9,553,1.54,-4.62,44.06,56.07,32.05,162792500.0,-0.0005833333333333334,132.27377777777778,0.7449366666666667,1.5377777777777777
1954-12-01,1.39,3,835,2.00,-5.13,33.91,44.47,23.32,163030000.0,-0.0005833333333333334,133.24466666666666,0.7449366666666667,1.5344444444444443
1955-01-01,1.4,5,952,1.69,-5.89,29.35,39.27,19.44,163271666.66666666,0.0003333333333333333,134.72677777777776,1.1123233333333333,1.5291666666666668
1955-02-01,1.4,6,780,2.22,-5.85,31.05,42.39,19.71,163513333.33333334,0.0003333333333333333,136.20888888888888,1.1123233333333333,1.5225
1955-03-01,1.36,19,622,1.98,-5.69,40.06,52.34,27.81,163755000.0,0.0003333333333333333,137.691,1.1123233333333333,1.5144444444444443
1955-04-01,1.36,44,298,2.49,-5.29,52.86,65.59,40.12,163996666.66666666,0.0003333333333333333,138.63088888888888,0.6826066666666667,1.5066666666666666
1955-05-01,1.4,119,140,2.92,-4.84,61.29,74.26,48.29,164238333.33333334,0.0003333333333333333,139.57077777777778,0.6826066666666667,1.4997222222222222
1955-06-01,1.4,155,57,2.47,-4.52,66.54,79.41,53.67,164480000.0,0.0003333333333333333,140.51066666666665,0.6826066666666667,1.4916666666666667
1955-07-01,1.4,362,10,2.92,-3.95,74.44,87.24,61.63,164721666.66666666,0.0003333333333333333,141.47611111111112,0.6870966666666667,1.4827777777777778
1955-08-01,1.3,337,8,2.74,-3.57,73.87,87.21,60.51,164963333.33333334,0.0003333333333333333,142.44155555555554,0.6870966666666667,1.4744444444444444
1955-09-01,1.24,175,66,2.11,-3.68,65.88,79.56,52.20,165205000.0,0.0003333333333333333,143.407,0.6870966666666667,1.4652777777777777
1955-10-01,1.14,46,258,2.04,-3.47,55.04,68.72,41.32,165446666.66666666,0.0003333333333333333,144.17044444444443,0.5323633333333333,1.456111111111111
1955-11-01,1.09,10,628,1.92,-3.37,38.23,49.69,26.74,165688333.33333334,0.0003333333333333333,144.9338888888889,0.5323633333333333,1.4441666666666668
1955-12-01,1.15,6,902,2.24,-3.38,31.71,41.88,21.52,165930000.0,0.0003333333333333333,145.69733333333332,0.5323633333333333,1.431111111111111
1956-01-01,1.16,3,923,2.27,-3.28,31.01,41.14,20.89,166177500.0,0.0025,145.9922222222222,0.20239666666666667,1.4202777777777778
1956-02-01,1.18,11,743,2.62,-2.24,32.27,43.23,21.31,166425000.0,0.0025,146.2871111111111,0.20239666666666667,1.410277777777778
1956-03-01,1.2,13,666,1.82,-2.67,40.75,53.49,28.00,166672500.0,0.0025,146.582,0.20239666666666667,1.4005555555555556
1956-04-01,1.32,23,405,2.07,-2.58,49.37,62.13,36.61,166920000.0,0.0025,147.278,0.47482,1.3916666666666666
1956-05-01,1.39,115,171,2.60,-2.78,61.77,74.66,48.85,167167500.0,0.0025,147.974,0.47482,1.384722222222222
1956-06-01,1.42,225,33,2.21,-3.34,70.36,83.97,56.75,167415000.0,0.0025,148.67,0.47482,1.3775
1956-07-01,1.43,292,13,2.78,-3.36,73.06,86.20,59.92,167662500.0,0.0025,149.24566666666666,0.38721,1.3736111111111111
1956-08-01,1.45,279,19,2.21,-3.63,71.69,85.30,58.08,167910000.0,0.0025,149.82133333333334,0.38721,1.3708333333333333
1956-09-01,1.43,148,92,1.44,-4.37,65.10,79.93,50.25,168157500.0,0.0025,150.397,0.38721,1.3697222222222223
1956-10-01,1.19,60,237,2.00,-4.28,56.16,69.42,42.89,168405000.0,0.0025,151.4272222222222,0.6850033333333333,1.3686111111111112
1956-11-01,1.21,8,576,1.36,-4.89,40.32,52.29,28.35,168652500.0,0.0025,152.45744444444446,0.6850033333333333,1.3677777777777775
1956-12-01,1.22,10,710,2.00,-5.62,36.23,47.26,25.18,168900000.0,0.0025,153.48766666666668,0.6850033333333333,1.3658333333333332
1957-01-01,1.23,11,993,2.13,-6.22,27.07,37.17,16.97,169156666.66666666,0.002416666666666667,154.52277777777778,0.6743933333333333,1.3616666666666668
1957-02-01,1.19,16,641,2.08,-6.56,38.07,48.54,27.61,169413333.33333334,0.002416666666666667,155.5578888888889,0.6743933333333333,1.3583333333333334
1957-03-01,1.2,11,631,2.51,0.00,41.27,52.00,30.56,169670000.0,0.002416666666666667,156.593,0.6743933333333333,1.3530555555555557
1957-04-01,1.21,32,331,3.65,1.19,50.70,62.10,39.29,169926666.66666666,0.002416666666666667,156.84255555555555,0.15936666666666668,1.3477777777777777
1957-05-01,1.23,96,166,4.24,2.41,59.65,71.19,48.09,170183333.33333334,0.002416666666666667,157.0921111111111,0.15936666666666668,1.341111111111111
1957-06-01,1.22,233,29,3.65,2.93,68.70,81.00,56.43,170440000.0,0.002416666666666667,157.34166666666667,0.15936666666666668,1.3344444444444443
1957-07-01,1.23,328,9,2.28,2.61,74.28,87.53,61.02,170696666.66666666,0.002416666666666667,158.17111111111112,0.52716,1.3277777777777777
1957-08-01,1.23,265,21,2.19,1.99,71.65,84.81,58.50,170953333.33333334,0.002416666666666667,159.00055555555556,0.52716,1.321111111111111
1957-09-01,1.15,149,72,2.86,2.23,64.18,77.38,51.01,171210000.0,0.002416666666666667,159.83,0.52716,1.313611111111111
1957-10-01,1.06,29,338,2.76,2.80,51.67,62.24,41.11,171466666.66666666,0.002416666666666667,159.316,-0.32159333333333334,1.3061111111111112
1957-11-01,0.985,13,569,3.12,3.63,40.26,49.86,30.67,171723333.33333334,0.002416666666666667,158.802,-0.32159333333333334,1.2977777777777777
1957-12-01,0.984,5,737,2.40,4.00,37.00,47.77,26.26,171980000.0,0.002416666666666667,158.28799999999998,-0.32159333333333334,1.2872222222222223
1958-01-01,0.931,2,935,2.29,4.25,31.60,41.79,21.42,172221666.66666666,0.0014999999999999998,157.4742222222222,-0.5141133333333333,1.2763888888888888
1958-02-01,0.958,1,875,2.43,4.34,31.98,42.10,21.85,172463333.33333334,0.0014999999999999998,156.66044444444444,-0.5141133333333333,1.2656944444444445
1958-03-01,1.0,7,714,2.66,4.34,37.67,46.78,28.56,172705000.0,0.0014999999999999998,155.84666666666666,-0.5141133333333333,1.2544166666666667
1958-04-01,1.12,27,348,3.05,4.55,50.27,62.04,38.50,172946666.66666666,0.0014999999999999998,156.33977777777778,0.31640666666666667,1.2413888888888889
1958-05-01,1.15,102,156,2.46,3.40,62.42,76.03,48.81,173188333.33333334,0.0014999999999999998,156.8328888888889,0.31640666666666667,1.2291111111111113
1958-06-01,1.19,187,61,3.20,3.37,67.93,80.53,55.31,173430000.0,0.0014999999999999998,157.326,0.31640666666666667,1.2191111111111113
1958-07-01,1.18,308,10,3.86,4.13,72.63,85.06,60.17,173671666.66666666,0.0014999999999999998,158.86633333333333,0.97907,1.2124444444444444
1958-08-01,1.18,296,12,2.40,3.69,73.29,86.65,59.92,173913333.33333334,0.0014999999999999998,160.40666666666667,0.97907,1.2054999999999998
1958-09-01,1.13,161,70,2.82,3.63,65.43,77.95,52.88,174155000.0,0.0014999999999999998,161.947,0.97907,1.1996666666666667
1958-10-01,1.04,47,268,1.53,-0.55,54.73,67.86,41.63,174396666.66666666,0.0014999999999999998,163.47077777777778,0.94091,1.1935555555555557
1958-11-01,0.942,18,513,2.21,-0.69,43.02,54.61,31.41,174638333.33333334,0.0014999999999999998,164.99455555555556,0.94091,1.1902222222222223
1958-12-01,1.02,5,929,1.32,-1.55,32.22,43.34,21.09,174880000.0,0.0014999999999999998,166.51833333333335,0.94091,1.1871666666666667
1959-01-01,1.03,5,959,2.19,-2.01,29.50,40.46,18.55,175125833.33333334,0.0014166666666666668,167.71555555555554,0.7189733333333334,1.184388888888889
1959-02-01,1.04,12,776,2.35,-1.52,32.49,43.23,21.74,175371666.66666666,0.0014166666666666668,168.9127777777778,0.7189733333333334,1.1802777777777775
1959-03-01,1.06,11,638,2.14,-1.77,41.45,53.78,29.12,175617500.0,0.0014166666666666668,170.10999999999999,0.7189733333333334,1.1766666666666667
1959-04-01,1.13,30,324,2.14,-1.96,51.60,64.51,38.68,175863333.33333334,0.0014166666666666668,171.47922222222223,0.8049033333333333,1.1730555555555557
1959-05-01,1.16,127,131,3.20,-1.54,60.84,73.13,48.56,176109166.66666666,0.0014166666666666668,172.84844444444445,0.8049033333333333,1.1691666666666667
1959-06-01,1.16,221,31,2.62,-1.75,69.96,83.01,56.91,176355000.0,0.0014166666666666668,174.21766666666667,0.8049033333333333,1.1652777777777779
1959-07-01,1.13,319,7,2.94,0.16,73.58,87.08,60.10,176600833.33333334,0.0014166666666666668,174.48222222222225,0.15185333333333334,1.16
1959-08-01,1.13,328,9,2.76,0.24,73.17,86.00,60.33,176846666.66666666,0.0014166666666666668,174.74677777777777,0.15185333333333334,1.1536111111111111
1959-09-01,1.09,169,58,2.82,0.56,64.74,77.05,52.41,177092500.0,0.0014166666666666668,175.01133333333334,0.15185333333333334,1.1463888888888887
1959-10-01,0.991,61,266,3.50,1.82,53.33,64.85,41.79,177338333.33333334,0.0014166666666666668,175.40755555555555,0.22639666666666666,1.1380555555555556
1959-11-01,0.988,11,621,1.72,1.78,38.66,50.74,26.58,177584166.66666666,0.0014166666666666668,175.80377777777778,0.22639666666666666,1.1291666666666667
1959-12-01,0.978,5,761,2.22,1.91,35.94,45.93,25.97,177830000.0,0.0014166666666666668,176.20000000000002,0.22639666666666666,1.1197222222222223
1960-01-01,0.999,6,910,2.26,2.24,29.46,38.75,20.16,178066666.66666666,0.0011666666666666668,177.7608888888889,0.8858633333333333,1.1141944444444443
1960-02-01,1.01,4,801,2.59,2.69,30.52,40.46,20.61,178303333.33333334,0.0011666666666666668,179.32177777777778,0.8858633333333333,1.1080277777777778
1960-03-01,1.02,6,840,2.12,0.02,35.91,47.21,24.60,178540000.0,0.0011666666666666668,180.88266666666667,0.8858633333333333,1.1013055555555555
1960-04-01,1.06,36,298,2.15,-0.48,52.59,65.32,39.83,178776666.66666666,0.0011666666666666668,180.70844444444447,-0.09631666666666666,1.0948888888888888
1960-05-01,1.08,76,177,2.87,-0.33,59.31,72.41,46.20,179013333.33333334,0.0011666666666666668,180.5342222222222,-0.09631666666666666,1.089888888888889
1960-06-01,1.09,212,38,2.69,-0.50,69.08,82.38,55.74,179250000.0,0.0011666666666666668,180.36,-0.09631666666666666,1.0848888888888888
1960-07-01,1.09,298,10,2.68,-0.52,73.89,87.49,60.26,179486666.66666666,0.0011666666666666668,180.86266666666668,0.27870333333333336,1.0807222222222221
1960-08-01,1.07,291,14,2.83,-0.25,72.21,85.28,59.14,179723333.33333334,0.0011666666666666668,181.36533333333333,0.27870333333333336,1.0765555555555555
1960-09-01,1.06,173,56,2.21,-0.65,66.45,79.81,53.10,179960000.0,0.0011666666666666668,181.86800000000002,0.27870333333333336,1.0729444444444445
1960-10-01,0.992,57,271,2.40,-0.40,54.77,67.28,42.26,180196666.66666666,0.0011666666666666668,181.26722222222224,-0.33033666666666667,1.0690555555555554
1960-11-01,0.902,15,532,2.05,-0.63,42.73,54.05,31.39,180433333.33333334,0.0011666666666666668,180.66644444444444,-0.33033666666666667,1.0646111111111112
1960-12-01,0.919,3,953,1.90,-1.05,30.40,40.69,20.08,180670000.0,0.0011666666666666668,180.06566666666666,-0.33033666666666667,1.0621111111111112
1961-01-01,0.97,3,996,1.48,-1.83,29.71,41.25,18.19,180921666.66666666,0.0005833333333333334,180.60133333333332,0.2974833333333333,1.0602222222222222
1961-02-01,1.01,8,684,2.78,0.39,37.42,48.51,26.33,181173333.33333334,0.0005833333333333334,181.13700000000003,0.2974833333333333,1.0579166666666666
1961-03-01,1.01,21,582,3.16,0.81,43.47,54.41,32.52,181425000.0,0.0005833333333333334,181.6726666666667,0.2974833333333333,1.0561111111111112
1961-04-01,0.968,20,428,2.30,0.84,48.67,61.00,36.34,181676666.66666666,0.0005833333333333334,182.84233333333336,0.6438333333333334,1.0571944444444445
1961-05-01,1.02,75,213,2.88,0.93,58.87,71.69,46.04,181928333.33333334,0.0005833333333333334,184.01199999999997,0.6438333333333334,1.058638888888889
1961-06-01,1.03,190,33,2.92,0.81,69.49,83.03,55.94,182180000.0,0.0005833333333333334,185.18166666666664,0.6438333333333334,1.0589166666666665
1961-07-01,1.05,300,7,3.11,1.20,73.24,86.29,60.17,182431666.66666666,0.0005833333333333334,186.5282222222222,0.7271533333333333,1.0546944444444444
1961-08-01,1.04,277,10,2.62,1.21,72.70,85.53,59.85,182683333.33333334,0.0005833333333333334,187.87477777777778,0.7271533333333333,1.0510833333333334
1961-09-01,1.04,174,57,2.94,1.71,63.41,75.67,51.15,182935000.0,0.0005833333333333334,189.22133333333332,0.7271533333333333,1.046638888888889
1961-10-01,1.02,43,259,1.78,1.30,53.85,66.97,40.69,183186666.66666666,0.0005833333333333334,190.66,0.76031,1.0430277777777777
1961-11-01,0.992,12,561,2.59,1.52,40.50,50.81,30.18,183438333.33333334,0.0005833333333333334,192.09866666666665,0.76031,1.0391388888888888
1961-12-01,0.994,6,870,2.69,1.83,31.08,40.69,21.49,183690000.0,0.0005833333333333334,193.53733333333332,0.76031,1.0366388888888889
1962-01-01,0.993,6,994,2.21,2.07,26.96,37.83,16.11,183927500.0,0.0010833333333333333,195.02633333333333,0.7693599999999999,1.0360833333333332
1962-02-01,0.996,14,750,2.55,2.41,34.92,45.68,24.17,184165000.0,0.0010833333333333333,196.51533333333336,0.7693599999999999,1.0374722222222224
1962-03-01,1.0,8,708,2.15,-0.09,37.90,48.90,26.91,184402500.0,0.0010833333333333333,198.00433333333334,0.7693599999999999,1.03675
1962-04-01,1.02,26,352,2.10,-0.52,51.84,64.98,38.71,184640000.0,0.0010833333333333333,198.71022222222223,0.35650333333333334,1.0357222222222222
1962-05-01,1.04,142,135,2.69,-0.91,62.24,74.91,49.57,184877500.0,0.0010833333333333333,199.41611111111112,0.35650333333333334,1.0345
1962-06-01,1.04,198,41,3.21,-0.44,67.91,80.64,55.17,185115000.0,0.0010833333333333333,200.12199999999999,0.35650333333333334,1.0328333333333335
1962-07-01,1.05,275,17,2.91,-0.06,72.07,84.97,59.14,185352500.0,0.0010833333333333333,201.08433333333335,0.4808733333333333,1.029777777777778
1962-08-01,1.03,284,17,2.04,-0.53,72.12,86.02,58.23,185590000.0,0.0010833333333333333,202.04666666666665,0.4808733333333333,1.0264444444444445
1962-09-01,1.04,137,99,2.78,-0.12,64.18,77.05,51.30,185827500.0,0.0010833333333333333,203.00900000000001,0.4808733333333333,1.023111111111111
1962-10-01,1.03,61,248,2.33,-0.10,56.12,68.45,43.77,186065000.0,0.0010833333333333333,203.37044444444447,0.17804333333333333,1.0208888888888887
1962-11-01,0.987,7,576,2.05,-0.40,43.18,54.01,32.32,186302500.0,0.0010833333333333333,203.73188888888888,0.17804333333333333,1.0181111111111112
1962-12-01,1.04,2,898,1.58,-1.15,33.40,44.10,22.71,186540000.0,0.0010833333333333333,204.09333333333333,0.17804333333333333,1.016722222222222
1963-01-01,1.07,4,1073,1.57,-2.06,24.44,35.91,12.97,186765000.0,0.0013333333333333333,205.13688888888888,0.5113133333333334,1.0178055555555554
1963-02-01,1.09,4,841,1.73,-2.53,34.12,46.18,22.08,186990000.0,0.0013333333333333333,206.18044444444445,0.5113133333333334,1.017777777777778
1963-03-01,1.1,22,577,2.47,-2.55,43.72,56.10,31.33,187215000.0,0.0013333333333333333,207.22400000000002,0.5113133333333334,1.0194999999999999
1963-04-01,1.1,43,342,2.30,-2.54,51.89,64.15,39.61,187440000.0,0.0013333333333333333,208.12177777777777,0.43324,1.0214722222222223
1963-05-01,1.11,98,174,2.36,-2.87,61.02,73.96,48.04,187665000.0,0.0013333333333333333,209.01955555555557,0.43324,1.0236944444444445
1963-06-01,1.16,207,41,2.94,-2.55,68.67,81.36,55.96,187890000.0,0.0013333333333333333,209.91733333333332,0.43324,1.0259166666666666
1963-07-01,1.19,302,11,2.69,-2.48,73.60,86.85,60.37,188115000.0,0.0013333333333333333,211.54977777777776,0.77766,1.0270277777777777
1963-08-01,1.19,264,22,2.33,-2.60,71.98,84.94,59.02,188340000.0,0.0013333333333333333,213.1822222222222,0.77766,1.0278611111111111
1963-09-01,1.21,152,84,2.21,-2.78,66.34,79.27,53.40,188565000.0,0.0013333333333333333,214.81466666666665,0.77766,1.0298055555555556
1963-10-01,1.11,74,178,0.96,-4.07,59.36,73.47,45.21,188790000.0,0.0013333333333333333,215.86955555555554,0.49106999999999995,1.0325833333333334
1963-11-01,1.05,11,498,2.66,-3.77,44.04,55.31,32.77,189015000.0,0.0013333333333333333,216.92444444444445,0.49106999999999995,1.0359166666666666
1963-12-01,1.09,1,1025,1.48,-4.41,27.90,38.32,17.49,189240000.0,0.0013333333333333333,217.97933333333333,0.49106999999999995,1.0400833333333332
1964-01-01,1.12,5,891,2.43,-4.55,31.53,42.89,20.17,189460833.33333334,0.0008333333333333334,219.74422222222222,0.80966,1.0433611111111112
1964-02-01,1.11,3,818,1.56,-4.60,31.77,43.39,20.14,189681666.66666666,0.0008333333333333334,221.5091111111111,0.80966,1.0474722222222224
1964-03-01,1.13,14,654,2.83,0.54,38.82,50.86,26.78,189902500.0,0.0008333333333333334,223.274,0.80966,1.0522222222222222
1964-04-01,1.15,38,355,3.29,1.25,51.30,63.41,39.18,190123333.33333334,0.0008333333333333334,224.25755555555554,0.44051666666666667,1.0563888888888888
1964-05-01,1.17,113,140,2.25,-0.75,61.43,74.43,48.42,190344166.66666666,0.0008333333333333334,225.2411111111111,0.44051666666666667,1.0591666666666668
1964-06-01,1.16,209,46,2.81,-0.74,68.00,80.69,55.29,190565000.0,0.0008333333333333334,226.22466666666665,0.44051666666666667,1.0625
1964-07-01,1.12,322,7,2.61,-1.08,74.66,87.91,61.41,190785833.33333334,0.0008333333333333334,227.70877777777775,0.6560333333333334,1.0675555555555556
1964-08-01,1.12,252,27,2.87,-0.72,70.72,83.62,57.79,191006666.66666666,0.0008333333333333334,229.1928888888889,0.6560333333333334,1.0717222222222222
1964-09-01,1.17,141,82,2.54,-0.49,63.70,76.59,50.79,191227500.0,0.0008333333333333334,230.677,0.6560333333333334,1.0753333333333335
1964-10-01,1.13,40,314,1.36,-1.09,53.78,67.93,39.65,191448333.33333334,0.0008333333333333334,231.26455555555552,0.25471,1.0772777777777778
1964-11-01,1.07,17,517,2.38,-1.10,42.33,53.53,31.14,191669166.66666666,0.0008333333333333334,231.8521111111111,0.25471,1.0795000000000001
1964-12-01,1.16,8,826,3.33,0.54,32.04,41.72,22.37,191890000.0,0.0008333333333333334,232.43966666666665,0.25471,1.0831111111111111
1965-01-01,1.18,7,913,2.34,0.88,31.80,42.35,21.25,192090833.33333334,0.0015833333333333333,234.71422222222222,0.9785566666666666,1.0861666666666667
1965-02-01,1.2,7,788,2.16,1.04,32.52,44.22,20.80,192291666.66666666,0.0015833333333333333,236.98877777777776,0.9785566666666666,1.0883333333333334
